Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Quantity,Cost,Price,Discount,Revenue,Profit
6733,CA-2014-120096,7/4/2014,7/7/2014,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,4,115.3984,221.92,0.2,177.536,62.1376
6734,CA-2014-120096,7/4/2014,7/7/2014,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,2,29.1888,40.54,0.2,32.432,3.2432
6735,CA-2015-141754,12/20/2015,12/25/2015,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Miami,Florida,33142,South,OFF-LA-10004093,Office Supplies,Labels,Avery 486,2,7.7486,14.62,0.2,11.696,3.9474
6736,CA-2016-123358,4/10/2016,4/17/2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,3,69.3936,113.76,0,113.76,44.3664
6737,CA-2016-123358,4/10/2016,4/17/2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,3,498.3786,579.51,0,579.51,81.1314
6738,CA-2016-123358,4/10/2016,4/17/2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,9,144.6336,150.66,0,150.66,6.0264
6739,CA-2016-123358,4/10/2016,4/17/2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4,32.4216,60.04,0.2,48.032,15.6104
6740,CA-2014-144029,5/26/2014,5/31/2014,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",3,94.9272,128.28,0.2,102.624,7.6968
6741,CA-2014-144029,5/26/2014,5/31/2014,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,2,364.9116,513.96,0.3,359.772,-5.1396
6742,CA-2014-144029,5/26/2014,5/31/2014,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,3,10.2114,16.74,0.2,13.392,3.1806
6743,US-2017-101784,7/6/2017,7/11/2017,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",3,135.8763,152.67,0.2,122.136,-13.7403
6744,CA-2015-156923,2/16/2015,2/20/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Dover,New Hampshire,3820,East,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,6,19.734,35.88,0,35.88,16.146
6745,CA-2017-111269,6/16/2017,6/18/2017,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Dublin,Ohio,43017,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,6,371.9628,599.94,0.2,479.952,107.9892
6746,CA-2017-111269,6/16/2017,6/18/2017,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,5,22.126,29.9,0.2,23.92,1.794
6747,CA-2017-159156,11/13/2017,11/16/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,New York City,New York,10009,East,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,5,466.163,629.95,0,629.95,163.787
6748,CA-2017-100230,12/11/2017,12/15/2017,Standard Class,AA-10375,Allen Armold,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,1,9.9057,18.69,0.2,14.952,5.0463
6749,CA-2017-100230,12/11/2017,12/15/2017,Standard Class,AA-10375,Allen Armold,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,3,9.867,17.94,0,17.94,8.073
6750,CA-2017-100230,12/11/2017,12/15/2017,Standard Class,AA-10375,Allen Armold,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,2,87.735,116.98,0,116.98,29.245
6751,CA-2016-154767,6/28/2016,6/30/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",2,101.2268,121.96,0,121.96,20.7332
6752,CA-2016-154767,6/28/2016,6/30/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501,East,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,2,6.4676,8.74,0,8.74,2.2724
6753,CA-2016-154767,6/28/2016,6/30/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501,East,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,2,34.078,61.96,0,61.96,27.882
6754,CA-2016-154767,6/28/2016,6/30/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501,East,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,2,4.2188,7.96,0,7.96,3.7412
6755,CA-2016-154767,6/28/2016,6/30/2016,Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",4,154.1344,275.24,0,275.24,121.1056
6756,CA-2017-124205,9/15/2017,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",5,28.44,47.4,0,47.4,18.96
6757,CA-2017-124205,9/15/2017,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,4,369.3312,512.96,0,512.96,143.6288
6758,CA-2017-124205,9/15/2017,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,6,292.9956,395.94,0,395.94,102.9444
6759,CA-2017-124205,9/15/2017,9/19/2017,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",2,81.96,81.96,0,81.96,0
6760,CA-2017-165715,12/2/2017,12/8/2017,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Greensboro,North Carolina,27405,South,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,1,30.3178,40.97,0.2,32.776,2.4582
6761,CA-2017-100636,6/26/2017,6/30/2017,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,3,272.94,272.94,0,272.94,0
6762,CA-2016-162943,7/24/2016,7/26/2016,Second Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10035,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,2,222.7484,281.96,0.1,253.764,31.0156
6763,CA-2016-144764,9/2/2016,9/8/2016,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,5,19.3715,36.55,0.2,29.24,9.8685
6764,CA-2016-144764,9/2/2016,9/8/2016,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,2,43.5204,43.96,0.2,35.168,-8.3524
6765,CA-2016-144764,9/2/2016,9/8/2016,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623,Central,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,3,1382.37,1947,0.3,1362.9,-19.47
6766,CA-2017-100615,4/20/2017,4/24/2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,3,335.1756,452.94,0.3,317.058,-18.1176
6767,CA-2017-100615,4/20/2017,4/24/2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,2,12.214,19.7,0.2,15.76,3.546
6768,CA-2017-100615,4/20/2017,4/24/2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653,Central,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",5,20.748,36.4,0.6,14.56,-6.188
6769,CA-2014-109302,8/12/2014,8/16/2014,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",7,98.105,196.21,0,196.21,98.105
6770,CA-2017-139787,9/19/2017,9/23/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,5,21.948,35.4,0,35.4,13.452
6771,CA-2017-139402,12/9/2017,12/13/2017,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,5,272.61,524.25,0.2,419.4,146.79
6772,CA-2017-139402,12/9/2017,12/13/2017,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,Phoenix,Arizona,85023,West,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",3,22.9755,43.35,0.7,13.005,-9.9705
6773,CA-2016-119018,11/4/2016,11/8/2016,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,2,4.9164,9.64,0.2,7.712,2.7956
6774,CA-2016-119018,11/4/2016,11/8/2016,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,1,2.871,5.22,0.2,4.176,1.305
6775,CA-2016-119018,11/4/2016,11/8/2016,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10000295,Office Supplies,Paper,Xerox 229,6,20.2176,38.88,0,38.88,18.6624
6776,CA-2015-105361,3/29/2015,4/4/2015,Standard Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4,9.5256,17.64,0,17.64,8.1144
6777,US-2016-152373,9/5/2016,9/11/2016,Standard Class,PT-19090,Pete Takahito,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",3,110.979,116.82,0.2,93.456,-17.523
6778,US-2017-166037,1/28/2017,2/1/2017,Standard Class,CL-12700,Craig Leslie,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,9,292.4415,449.91,0,449.91,157.4685
6779,US-2016-147711,9/3/2016,9/8/2016,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",3,313.8954,344.94,0,344.94,31.0446
6780,US-2016-147711,9/3/2016,9/8/2016,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",2,10.4796,14.76,0,14.76,4.2804
6781,US-2016-147711,9/3/2016,9/8/2016,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215,East,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,2,6.8904,12.76,0,12.76,5.8696
6782,US-2016-147711,9/3/2016,9/8/2016,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,21215,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,8,30.9944,58.48,0,58.48,27.4856
6783,CA-2017-121293,7/25/2017,7/28/2017,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,4,17.0816,25.12,0.2,20.096,3.0144
6784,CA-2017-121293,7/25/2017,7/28/2017,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,3,33.5049,47.19,0.2,37.752,4.2471
6785,CA-2017-121293,7/25/2017,7/28/2017,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1,173.235,230.98,0.4,138.588,-34.647
6786,CA-2017-121293,7/25/2017,7/28/2017,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,5,285.912,324.9,0.2,259.92,-25.992
6787,CA-2017-121293,7/25/2017,7/28/2017,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,4,13.4784,25.92,0.2,20.736,7.2576
6788,CA-2015-118843,9/13/2015,9/20/2015,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Atlanta,Georgia,30318,South,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,3,116.937,129.93,0,129.93,12.993
6789,CA-2015-118843,9/13/2015,9/20/2015,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,7,38.4615,69.93,0,69.93,31.4685
6790,CA-2015-161445,9/7/2015,9/9/2015,Second Class,CC-12610,Corey Catlett,Corporate,United States,Durham,North Carolina,27707,South,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,4,128.4216,175.92,0.2,140.736,12.3144
6791,CA-2016-124527,11/16/2016,11/17/2016,First Class,IM-15055,Ionia McGrath,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,5,5.512,10.4,0.2,8.32,2.808
6792,CA-2016-162348,11/10/2016,11/15/2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Sacramento,California,95823,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",1,7.1856,9.98,0,9.98,2.7944
6793,CA-2014-141005,8/15/2014,8/18/2014,First Class,CS-12355,Christine Sundaresam,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,3,32.7288,62.94,0,62.94,30.2112
6794,CA-2015-145394,11/16/2015,11/20/2015,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",2,19.8764,26.86,0.2,21.488,1.6116
6795,CA-2015-145394,11/16/2015,11/20/2015,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610,Central,TEC-PH-10001051,Technology,Phones,HTC One,3,212.9787,299.97,0.2,239.976,26.9973
6796,CA-2015-145394,11/16/2015,11/20/2015,Standard Class,MC-17605,Matt Connell,Corporate,United States,Chicago,Illinois,60610,Central,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",2,50.0308,86.26,0.6,34.504,-15.5268
6797,CA-2015-168809,8/25/2015,8/25/2015,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",2,36.6898,50.26,0.6,20.104,-16.5858
6798,CA-2015-168809,8/25/2015,8/25/2015,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,1,9.8748,18.99,0.8,3.798,-6.0768
6799,CA-2015-168809,8/25/2015,8/25/2015,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,5,11.82,19.7,0.6,7.88,-3.94
6800,CA-2016-109827,12/25/2016,1/1/2017,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,1,59.5476,70.89,0.5,35.445,-24.1026
6801,CA-2016-109827,12/25/2016,1/1/2017,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023,West,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,2,656.927,899.9,0.7,269.97,-386.957
6802,CA-2016-109827,12/25/2016,1/1/2017,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,3,53.016,56.4,0.2,45.12,-7.896
6803,CA-2016-109827,12/25/2016,1/1/2017,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023,West,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,2,79.38,126,0.2,100.8,21.42
6804,CA-2016-109827,12/25/2016,1/1/2017,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023,West,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",2,43.7708,59.96,0.2,47.968,4.1972
6805,CA-2014-152233,10/5/2014,10/6/2014,First Class,KH-16510,Keith Herrera,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,2,64.987,99.98,0,99.98,34.993
6806,CA-2014-125682,11/22/2014,11/25/2014,First Class,RB-19645,Robert Barroso,Corporate,United States,Atlanta,Georgia,30318,South,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),2,5.0796,9.96,0,9.96,4.8804
6807,CA-2017-162880,12/25/2017,12/29/2017,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Everett,Washington,98208,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,1,2.4582,4.82,0.2,3.856,1.3978
6808,CA-2015-128125,3/31/2015,4/5/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",3,62.7147,122.97,0.2,98.376,35.6613
6809,CA-2015-128125,3/31/2015,4/5/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Houston,Texas,77095,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,3,30.213,55.95,0.6,22.38,-7.833
6810,CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,2,6.47,12.94,0.7,3.882,-2.588
6811,CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,1,30.6235,41.95,0.7,12.585,-18.0385
6812,CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,2,142.5248,161.96,0.3,113.372,-29.1528
6813,CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,4,30.52,61.04,0.7,18.312,-12.208
6814,CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,8,123.1384,159.92,0.2,127.936,4.7976
6815,CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,2,409.989,803.9,0.7,241.17,-168.819
6816,CA-2014-144414,6/17/2014,6/21/2014,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,3,3.6192,6.24,0,6.24,2.6208
6817,CA-2014-144414,6/17/2014,6/21/2014,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,5,8.95,17.9,0,17.9,8.95
6818,CA-2014-144414,6/17/2014,6/21/2014,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,3,2204.8038,4082.97,0.2,3266.376,1061.5722
6819,CA-2017-163860,12/28/2017,1/1/2018,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,5,4.368,8.4,0.8,1.68,-2.688
6820,CA-2017-163860,12/28/2017,1/1/2018,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,3,10.3584,19.92,0.6,7.968,-2.3904
6821,CA-2017-163860,12/28/2017,1/1/2018,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",2,116.6112,161.96,0.3,113.372,-3.2392
6822,CA-2017-163860,12/28/2017,1/1/2018,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2,4.366,7.4,0.6,2.96,-1.406
6823,US-2017-115609,11/2/2017,11/7/2017,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Los Angeles,California,90036,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,5,124.394,168.1,0,168.1,43.706
6824,CA-2015-154291,7/25/2015,7/29/2015,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",9,49.23,98.46,0,98.46,49.23
6825,CA-2015-154291,7/25/2015,7/29/2015,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Montgomery,Alabama,36116,South,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",2,319.1362,358.58,0,358.58,39.4438
6826,CA-2016-118689,10/2/2016,10/9/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,2,27.608,32.48,0,32.48,4.872
6827,CA-2016-118689,10/2/2016,10/9/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,5,9099.974,17499.95,0,17499.95,8399.976
6828,CA-2016-118689,10/2/2016,10/9/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,2,404.789,735.98,0,735.98,331.191
6829,CA-2016-118689,10/2/2016,10/9/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7,17.5287,34.37,0,34.37,16.8413
6830,CA-2016-118689,10/2/2016,10/9/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,2,24.4512,33.96,0,33.96,9.5088
6831,CA-2016-140438,12/24/2016,12/27/2016,Second Class,PW-19030,Pauline Webber,Corporate,United States,New York City,New York,10009,East,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,3,144.5181,197.97,0,197.97,53.4519
6832,US-2017-123204,7/21/2017,7/27/2017,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10024,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",4,12.9352,17.48,0,17.48,4.5448
6833,CA-2015-112522,10/10/2015,10/17/2015,Standard Class,DP-13165,David Philippe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,3,7.014,10.02,0.2,8.016,1.002
6834,CA-2016-153101,9/8/2016,9/8/2016,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",1,158.8185,182.55,0.2,146.04,-12.7785
6835,CA-2016-142615,11/20/2016,11/24/2016,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Montebello,California,90640,West,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,2,23.9768,27.88,0,27.88,3.9032
